word1,count,Prob
fiscal,1,0.000106045
fish,3,0.000318134
fit,5,0.000530223
five,3,0.000318134
flag,1,0.000106045
flat,2,0.000212089
flatscreen,1,0.000106045
flatten,1,0.000106045
flavor,1,0.000106045
fled,1,0.000106045
flew,1,0.000106045
flexibl,1,0.000106045
fli,5,0.000530223
flick,2,0.000106045
flickr,1,0.000106045
flip,2,0.000212089
flood,2,0.000212089
floor,6,0.000636267
flop,1,0.000106045
flore,1,0.000106045
florida,1,0.000106045
flower,1,0.000106045
floyd,2,0.000212089
fluid,1,0.000106045
flush,1,0.000106045
flute,1,0.000106045
flutter,1,0.000106045
fo,2,0.000212089
focus,1,0.000106045
fold,1,0.000106045
folder,1,0.000106045
folk,2,0.000212089
folksmen,1,0.000106045
follow,17,0.001802757
fondl,1,0.000106045
food,3,0.000318134
fool,1,0.000106045
foolish,2,0.000212089
foot,4,0.000424178
footbal,3,0.000318134
foothil,1,0.000106045
forc,4,0.000424178
ford,1,0.000106045
forego,1,0.000106045
foreign,1,0.000106045
forget,6,0.000530223
forgiv,1,0.000106045
forgotten,1,0.000106045
form,3,0.000318134
formal,2,0.000212089
former,6,0.000636267
formula,1,0.000106045
forward,2,0.000212089
foster,1,0.000106045
fou,3,0.000318134
fouc,1,0.000106045
foul,1,0.000106045
found,3,0.000318134
foundat,2,0.000212089
four,6,0.000636267
fox,1,0.000106045
fr,1,0.000106045
franc,1,0.000106045
franci,1,0.000106045
frantic,1,0.000106045
fraud,2,0.000212089
fraudul,1,0.000106045
freak,1,0.000106045
freddi,2,0.000212089
free,14,0.001272534
freedan,1,0.000106045
freedom,1,0.000106045
french,1,0.000106045
frenzi,1,0.000106045
frequent,1,0.000106045
fresca,1,0.000106045
fresh,3,0.000318134
fri,1,0.000106045
friday,7,0.000742312
friend,13,0.00116649
fright,1,0.000106045
frog,1,0.000106045
front,3,0.000318134
froze,1,0.000106045
frustrat,2,0.000212089
fuck,4,0.000424178
fuel,1,0.000106045
full,2,0.000212089
fun,14,0.001484624
fund,3,0.000318134
fundrais,1,0.000106045
funer,1,0.000106045
funki,1,0.000106045
funni,2,0.000212089
funnier,1,0.000106045
furnitur,3,0.000318134
fvk,1,0.000106045
gabor,2,0.000212089
gag,1,0.000106045
gage,2,0.000106045
gain,1,0.000106045
galliv,1,0.000106045
gallo,1,0.000106045
gallop,1,0.000106045
gambl,1,0.000106045
game,17,0.001696713
gameplay,1,0.000106045
gang,5,0.000424178
gannett,1,0.000106045
gantz,1,0.000106045
gap,1,0.000106045
garbag,1,0.000106045
garden,1,0.000106045
garnish,1,0.000106045
gash,1,0.000106045
gather,3,0.000318134
gave,6,0.000636267
gay,1,0.000106045
geli,1,0.000106045
general,4,0.000424178
generat,1,0.000106045
generous,1,0.000106045
genet,1,0.000106045
gentl,1,0.000106045
gentleman,1,0.000106045
genuin,1,0.000106045
geograph,1,0.000106045
georg,1,0.000106045
georgetown,1,0.000106045
german,2,0.000212089
get,57,0.005408271
ghost,1,0.000106045
ghostwrit,1,0.000106045
giddi,1,0.000106045
gift,7,0.000742312
ginger,1,0.000106045
girl,7,0.000742312
girlfriend,2,0.000212089
girlscout,1,0.000106045
give,14,0.001484624
given,4,0.000424178
glad,3,0.000318134
gladiat,1,0.000106045
glass,1,0.000106045
glaxosmithklin,1,0.000106045
gleam,1,0.000106045
glisten,1,0.000106045
glitter,1,0.000106045
global,1,0.000106045
globe,1,0.000106045
glow,1,0.000106045
go,54,0.004878049
goal,2,0.000212089
god,7,0.000742312
goe,3,0.000318134
goin,1,0.000106045
gold,2,0.000212089
gone,2,0.000212089
gonna,2,0.000212089
gonzalez,2,0.000212089
good,30,0.003181336
goodnight,1,0.000106045
googl,2,0.000212089
gop,1,0.000106045
gorgeous,1,0.000106045
gossip,1,0.000106045
got,27,0.00233298
gotta,1,0.000106045
gotten,1,0.000106045
govern,5,0.000530223
governor,1,0.000106045
grab,4,0.000424178
grace,2,0.000212089
grade,1,0.000106045
graduat,5,0.000530223
grammi,1,0.000106045
grani,1,0.000106045
grape,1,0.000106045
graphic,1,0.000106045
grasp,1,0.000106045
grate,2,0.000212089
great,20,0.002120891
green,3,0.000318134
greet,3,0.000318134
greink,1,0.000106045
gresh,1,0.000106045
grip,1,0.000106045
grizzgala,1,0.000106045
groff,1,0.000106045
groom,3,0.000212089
ground,1,0.000106045
group,3,0.000318134
groupi,1,0.000106045
grove,1,0.000106045
grow,2,0.000212089
grower,1,0.000106045
growth,2,0.000212089
guacamol,1,0.000106045
guard,1,0.000106045
guess,6,0.000636267
guest,3,0.000318134
guid,2,0.000212089
guildelin,1,0.000106045
guilti,3,0.000318134
gun,1,0.000106045
gutter,1,0.000106045
guy,15,0.001590668
gym,1,0.000106045
h,13,0.000530223
ha,1,0.000106045
habitat,1,0.000106045
hack,1,0.000106045
haha,8,0.000848356
hahah,1,0.000106045
hahaha,1,0.000106045
hahahahaha,1,0.000106045
hair,3,0.000318134
half,3,0.000318134
halfway,1,0.000106045
hall,2,0.000212089
halt,2,0.000212089
hamilton,1,0.000106045
hammon,2,0.000212089
hand,7,0.000742312
hang,5,0.000530223
happen,6,0.000530223
happi,6,0.000636267
happili,1,0.000106045
hard,8,0.000848356
hardwood,1,0.000106045
harford,1,0.000106045
harm,1,0.000106045
harmonium,1,0.000106045
harper,1,0.000106045
harri,3,0.000318134
harsh,1,0.000106045
hat,2,0.000212089
hate,5,0.000530223
haunt,1,0.000106045
haven,3,0.000318134
hawaii,1,0.000106045
hawk,1,0.000106045
hday,5,0.000106045
hea,10,0.001060445
head,9,0.000954401
heal,1,0.000106045
health,3,0.000318134
healthcar,1,0.000106045
hear,9,0.000954401
heard,4,0.000424178
heat,3,0.000318134
heaven,3,0.000318134
heavili,1,0.000106045
hehe,1,0.000106045
heinz,1,0.000106045
held,1,0.000106045
helen,1,0.000106045
hell,4,0.000424178
hello,3,0.000318134
helmet,1,0.000106045
help,19,0.001802757
hencefo,1,0.000106045
herald,1,0.000106045
herb,1,0.000106045
hern,1,0.000106045
hero,1,0.000106045
hewlett,1,0.000106045
hey,11,0.001060445
hi,1,0.000106045
hiatus,1,0.000106045
hibiscus,1,0.000106045
hickey,2,0.000212089
hide,1,0.000106045
high,11,0.00116649
highlight,2,0.000212089
hike,1,0.000106045
hilari,2,0.000212089
hill,2,0.000212089
hillari,1,0.000106045
hing,1,0.000106045
hire,2,0.000212089
histor,1,0.000106045
histori,2,0.000212089
hit,9,0.000954401
hless,1,0.000106045
hmm,1,0.000106045
hmmm,1,0.000106045
hold,5,0.000530223
hole,1,0.000106045
holi,4,0.000424178
holiday,2,0.000212089
holland,1,0.000106045
holli,1,0.000106045
holm,1,0.000106045
home,20,0.002014846
homer,2,0.000212089
homework,1,0.000106045
homi,1,0.000106045
honest,1,0.000106045
honeydew,1,0.000106045
honor,2,0.000212089
hoop,1,0.000106045
hop,1,0.000106045
hope,9,0.000954401
horizon,1,0.000106045
horribl,1,0.000106045
horrif,1,0.000106045
hors,1,0.000106045
horseback,1,0.000106045
hosley,1,0.000106045
hospit,7,0.000742312
host,3,0.000318134
hostel,1,0.000106045
hostess,1,0.000106045
hot,5,0.000530223
hotel,2,0.000212089
hotti,1,0.000106045
hour,4,0.000424178
hous,11,0.00116649
household,2,0.000212089
houston,1,0.000106045
howdi,1,0.000106045
howev,6,0.000636267
hrs,1,0.000106045
hu,2,0.000212089
hub,1,0.000106045
hug,1,0.000106045
huge,5,0.000530223
hugh,1,0.000106045
human,5,0.000530223
humbug,1,0.000106045
humid,1,0.000106045
hungri,1,0.000106045
hunt,1,0.000106045
huntington,2,0.000212089
hurri,1,0.000106045
husband,1,0.000106045
hustl,1,0.000106045
hwhile,1,0.000106045
hwood,2,0.000106045
hydrofoil,1,0.000106045
hypothet,1,0.000106045
hz,1,0.000106045
ical,1,0.000106045
icantstandpeopl,1,0.000106045
ice,2,0.000212089
ici,1,0.000106045
icip,1,0.000106045
icl,2,0.000106045
icular,1,0.000106045
idaho,1,0.000106045
idea,7,0.000636267
ideal,1,0.000106045
idealist,1,0.000106045
ident,1,0.000106045
identifi,1,0.000106045
idf,3,0.000318134
idiot,1,0.000106045
idol,1,0.000106045
ie,4,0.000318134
ifi,1,0.000106045
ific,1,0.000106045
ignor,2,0.000212089
iii,1,0.000106045
ik,1,0.000106045
ill,1,0.000106045
illeg,1,0.000106045
illinoi,1,0.000106045
im,4,0.000424178
ima,1,0.000106045
imag,9,0.000954401
imagin,1,0.000106045
imbalanc,1,0.000106045
imit,1,0.000106045
immedi,3,0.000318134
imo,1,0.000106045
impact,1,0.000106045
imperfect,1,0.000106045
imperi,1,0.000106045
impetus,2,0.000212089
implement,1,0.000106045
impo,7,0.000742312
impos,2,0.000212089
impress,4,0.000424178
improv,3,0.000318134
impuls,1,0.000106045
in,3,0.000212089
inappropri,1,0.000106045
inc,1,0.000106045
incarn,1,0.000106045
inch,1,0.000106045
incid,1,0.000106045
incl,1,0.000106045
includ,12,0.001272534
increas,2,0.000212089
inculc,1,0.000106045
inde,1,0.000106045
independ,3,0.000318134
indi,1,0.000106045
indic,1,0.000106045
individu,6,0.000636267
indoor,1,0.000106045
indulg,1,0.000106045
industri,1,0.000106045
infant,1,0.000106045
inferior,1,0.000106045
influenc,1,0.000106045
info,1,0.000106045
inform,7,0.000742312
infrastructur,1,0.000106045
ing,4,0.000424178
ingl,1,0.000106045
ingnow,1,0.000106045
ingredi,1,0.000106045
inhabit,1,0.000106045
inhal,1,0.000106045
inhibit,1,0.000106045
initi,1,0.000106045
injur,2,0.000212089
injuri,1,0.000106045
inn,1,0.000106045
inner,1,0.000106045
innermost,1,0.000106045
inning,4,0.000424178
inord,1,0.000106045
input,1,0.000106045
insan,2,0.000212089
insid,4,0.000424178
insight,1,0.000106045
insist,1,0.000106045
inspir,6,0.000636267
instal,2,0.000212089
instant,1,0.000106045
instead,6,0.000636267
institut,2,0.000212089
instruct,1,0.000106045
instrument,1,0.000106045
intellectu,1,0.000106045
intellig,1,0.000106045
intend,1,0.000106045
intens,1,0.000106045
intent,2,0.000212089
interdepend,1,0.000106045
interest,4,0.000424178
interior,1,0.000106045
intern,4,0.000424178
internet,1,0.000106045
internmistak,1,0.000106045
interpret,1,0.000106045
interview,4,0.000424178
intornado,1,0.000106045
intrigu,2,0.000212089
intro,1,0.000106045
introduc,3,0.000318134
invent,1,0.000106045
invest,1,0.000106045
invit,1,0.000106045
invoic,1,0.000106045
involv,5,0.000530223
io,1,0.000106045
ipa,1,0.000106045
ipad,1,0.000106045
ipen,1,0.000106045
iphon,1,0.000106045
iraq,1,0.000106045
is,1,0.000106045
ishhh,1,0.000106045
isn,5,0.000530223
isnt,1,0.000106045
isra,1,0.000106045
israel,1,0.000106045
issu,5,0.000530223
ist,5,0.000106045
italian,2,0.000212089
ithankgod,1,0.000106045
itun,1,0.000106045
iu,1,0.000106045
iv,1,0.000106045
ivan,1,0.000106045
ive,2,0.000212089
jack,1,0.000106045
jackson,1,0.000106045
jacquelin,1,0.000106045
jail,1,0.000106045
jalapeno,1,0.000106045
jam,1,0.000106045
jame,3,0.000318134
jan,1,0.000106045
jane,1,0.000106045
januari,1,0.000106045
japanes,1,0.000106045
jar,1,0.000106045
jare,1,0.000106045
jason,1,0.000106045
jay,1,0.000106045
jazz,3,0.000318134
jelli,1,0.000106045
jen,1,0.000106045
jenolo,1,0.000106045
jerki,1,0.000106045
jersey,2,0.000212089
jess,1,0.000106045
jesus,6,0.000636267
jet,1,0.000106045
jim,1,0.000106045
jo,1,0.000106045
joaquin,1,0.000106045
job,8,0.000848356
joe,3,0.000318134
joffrey,1,0.000106045
johansson,1,0.000106045
john,5,0.000424178
johnson,2,0.000212089
join,3,0.000318134
joint,2,0.000212089
joke,2,0.000212089
joll,1,0.000106045
jon,1,0.000106045
jona,1,0.000106045
jordanian,1,0.000106045
josh,1,0.000106045
joshua,1,0.000106045
journal,3,0.000318134
journey,1,0.000106045
jqh,1,0.000106045
jqueri,1,0.000106045
jr,3,0.000318134
judg,1,0.000106045
judi,1,0.000106045
juic,2,0.000212089
juli,2,0.000212089
julia,1,0.000106045
jump,2,0.000212089
june,4,0.000424178
junior,1,0.000106045
junk,1,0.000106045
juror,1,0.000106045
just,52,0.005514316
justic,2,0.000212089
justin,1,0.000106045
kbonowil,1,0.000106045
kbyte,1,0.000106045
kean,1,0.000106045
keep,15,0.001590668
keepsak,1,0.000106045
keg,1,0.000106045
kellih,1,0.000106045
kept,4,0.000424178
kevin,1,0.000106045
key,1,0.000106045
khaki,1,0.000106045
kice,2,0.000212089
kick,5,0.000530223
kid,12,0.001272534
kill,4,0.000424178
killer,1,0.000106045
killin,1,0.000106045
kind,9,0.000954401
kinda,1,0.000106045
kinet,1,0.000106045
king,5,0.000424178
kirk,1,0.000106045
kit,1,0.000106045
kitchen,4,0.000424178
kline,2,0.000106045
knee,2,0.000212089
knew,4,0.000424178
knick,2,0.000212089
knife,1,0.000106045
knight,3,0.000318134
knock,1,0.000106045
know,45,0.003817603
known,2,0.000212089
koala,1,0.000106045
komarek,1,0.000106045
kottara,1,0.000106045
kraft,1,0.000106045
krav,1,0.000106045
kuni,1,0.000106045
kush,1,0.000106045
kutcher,1,0.000106045
ky,1,0.000106045
kyan,1,0.000106045
kyle,2,0.000212089
la,3,0.000318134
labor,2,0.000212089
labour,1,0.000106045
lace,1,0.000106045
lack,3,0.000318134
laden,2,0.000106045
ladi,2,0.000212089
laid,2,0.000212089
lake,3,0.000318134
laker,1,0.000106045
lament,1,0.000106045
lanc,1,0.000106045
land,7,0.000530223
laptop,1,0.000106045
larg,3,0.000318134
larger,1,0.000106045
largest,2,0.000212089
larri,1,0.000106045
las,1,0.000106045
last,20,0.002120891
late,11,0.00116649
later,8,0.000848356
lath,1,0.000106045
latter,1,0.000106045
laugh,4,0.000424178
laughter,1,0.000106045
lauri,1,0.000106045
law,5,0.000530223
lawrenc,1,0.000106045
lawsuit,1,0.000106045
lawyer,3,0.000318134
lay,1,0.000106045
layer,1,0.000106045
layiin,1,0.000106045
lazer,1,0.000106045
lcd,1,0.000106045
lead,3,0.000318134
leadership,4,0.000424178
leagu,1,0.000106045
leaguer,1,0.000106045
learn,9,0.000954401
least,8,0.000848356
leather,1,0.000106045
leav,3,0.000318134
lee,1,0.000106045
leed,1,0.000106045
left,5,0.000530223
leg,5,0.000530223
legisl,3,0.000318134
leicestershir,1,0.000106045
len,1,0.000106045
lend,1,0.000106045
length,1,0.000106045
less,4,0.000424178
lessli,1,0.000106045
lesson,2,0.000212089
let,24,0.002545069
letter,1,0.000106045
level,2,0.000212089
lewd,1,0.000106045
lgbt,1,0.000106045
libe,1,0.000106045
liber,1,0.000106045
librari,1,0.000106045
licata,1,0.000106045
licens,1,0.000106045
lie,3,0.000318134
liebeslied,1,0.000106045
life,15,0.001378579
lifetim,2,0.000212089
lift,2,0.000212089
light,7,0.000742312
lightn,1,0.000106045
like,76,0.00699894
lil,1,0.000106045
lime,2,0.000212089
limit,3,0.000318134
linda,1,0.000106045
line,4,0.000424178
lineman,1,0.000106045
lineup,1,0.000106045
link,2,0.000212089
lion,1,0.000106045
liquid,1,0.000106045
lisbon,1,0.000106045
list,2,0.000212089
listen,6,0.000636267
lit,1,0.000106045
liter,1,0.000106045
literari,1,0.000106045
littl,14,0.001484624
live,14,0.001484624
ll,22,0.002226935
llc,1,0.000106045
lloyd,1,0.000106045
lmaooo,1,0.000106045
ln,1,0.000106045
load,2,0.000212089
loafer,1,0.000106045
loan,1,0.000106045
lobster,1,0.000106045
local,4,0.000424178
locat,2,0.000212089
log,1,0.000106045
logjam,1,0.000106045
logo,1,0.000106045
lohs,1,0.000106045
loiter,1,0.000106045
lol,7,0.000742312
lola,1,0.000106045
london,1,0.000106045
long,8,0.000848356
longer,1,0.000106045
longfellow,1,0.000106045
look,17,0.001696713
loop,1,0.000106045
loos,3,0.000318134
lord,1,0.000106045
lose,2,0.000212089
loss,5,0.000530223
lost,6,0.000636267
lot,18,0.001696713
loud,1,0.000106045
loui,2,0.000106045
loung,1,0.000106045
love,43,0.003923648
lover,1,0.000106045
lovin,2,0.000212089
low,2,0.000212089
lower,1,0.000106045
lu,1,0.000106045
luck,1,0.000106045
luckiest,1,0.000106045
luke,1,0.000106045
lul,1,0.000106045
lulz,1,0.000106045
lunch,2,0.000212089
lung,1,0.000106045
lyric,2,0.000212089
ma,2,0.000212089
machado,1,0.000106045
machin,2,0.000212089
mack,3,0.000318134
mad,3,0.000318134
made,17,0.001696713
maga,1,0.000106045
magazin,1,0.000106045
magnitud,1,0.000106045
mail,2,0.000212089
main,5,0.000530223
maintain,2,0.000212089
major,5,0.000530223
make,45,0.004347826
maker,4,0.000424178
male,1,0.000106045
mall,2,0.000212089
man,13,0.001378579
manag,9,0.000954401
mani,20,0.002120891
manifest,2,0.000212089
manual,1,0.000106045
manufactur,2,0.000212089
map,2,0.000212089
mar,1,0.000106045
march,3,0.000318134
marcia,1,0.000106045
margaret,1,0.000106045
mari,1,0.000106045
mariam,1,0.000106045
mariano,1,0.000106045
marijuana,2,0.000212089
mark,1,0.000106045
market,6,0.000636267
marlin,1,0.000106045
marriag,1,0.000106045
masaki,1,0.000106045
masquerad,1,0.000106045
mass,3,0.000318134
master,1,0.000106045
match,3,0.000318134
materi,2,0.000212089
math,3,0.000318134
matheni,2,0.000212089
matlosz,1,0.000106045
matt,1,0.000106045
matter,4,0.000424178
maui,1,0.000106045
mauimal,1,0.000106045
maxim,2,0.000212089
may,12,0.001272534
mayb,6,0.000636267
mayo,1,0.000106045
mayor,7,0.000742312
mc,1,0.000106045
mca,1,0.000106045
mccoy,1,0.000106045
mcdonald,2,0.000212089
mcdowel,2,0.000212089
mcginni,1,0.000106045
mclaughlin,1,0.000106045
mcmahan,1,0.000106045
mdf,1,0.000106045
me,1,0.000106045
meal,1,0.000106045
mean,9,0.000848356
meant,1,0.000106045
measur,2,0.000212089
mechan,2,0.000212089
media,3,0.000318134
medic,3,0.000318134
medium,2,0.000212089
medlib,1,0.000106045
meet,7,0.000636267
mel,1,0.000106045
melo,1,0.000106045
melon,1,0.000106045
melvoin,1,0.000106045
member,7,0.000742312
memento,1,0.000106045
memori,9,0.000742312
memphi,4,0.000424178
men,5,0.000530223
ment,1,0.000106045
mental,2,0.000212089
mention,4,0.000424178
mentor,1,0.000106045
menu,4,0.000424178
menus,1,0.000106045
merit,1,0.000106045
mesh,1,0.000106045
mess,1,0.000106045
metamorphos,1,0.000106045
metaphor,1,0.000106045
metrohealth,1,0.000106045
mexico,2,0.000212089
mf,1,0.000106045
mhta,1,0.000106045
miami,2,0.000212089
michael,1,0.000106045
michel,1,0.000106045
michelin,1,0.000106045
middl,4,0.000424178
middlesex,1,0.000106045
midway,1,0.000106045
might,11,0.001060445
mike,4,0.000424178
mil,1,0.000106045
mila,1,0.000106045
mile,3,0.000318134
mileston,1,0.000106045
militari,2,0.000212089
milk,1,0.000106045
miller,1,0.000106045
milli,1,0.000106045
million,5,0.000530223
mimic,1,0.000106045
mind,8,0.000848356
mine,2,0.000212089
mini,1,0.000106045
minist,3,0.000212089
minjin,1,0.000106045
minn,1,0.000106045
minneapoli,1,0.000106045
minut,5,0.000530223
miss,8,0.000742312
mission,1,0.000106045
missouri,2,0.000212089
mistak,1,0.000106045
mistaken,1,0.000106045
mix,2,0.000212089
mo,2,0.000212089
mobil,2,0.000212089
model,2,0.000212089
modest,2,0.000212089
mold,1,0.000106045
mom,7,0.000636267
moment,2,0.000212089
momentarili,1,0.000106045
momma,1,0.000106045
monday,1,0.000106045
monet,1,0.000106045
monetari,1,0.000106045
money,9,0.000848356
monmouth,1,0.000106045
monopoli,1,0.000106045
monrovia,1,0.000106045
month,6,0.000636267
monuc,1,0.000106045
morgan,1,0.000106045
morn,8,0.000848356
morph,2,0.000212089
morri,1,0.000106045
most,1,0.000106045
mother,9,0.000954401
motiv,1,0.000106045
motorbl,1,0.000106045
mount,1,0.000106045
mouth,1,0.000106045
move,11,0.00116649
mover,1,0.000106045
movi,6,0.000636267
mr,5,0.000530223
mri,1,0.000106045
ms,2,0.000212089
much,32,0.002969247
mujer,1,0.000106045
mulieribus,1,0.000106045
multi,1,0.000106045
multimedia,1,0.000106045
mural,2,0.000212089
murder,2,0.000212089
murdoch,2,0.000212089
murphi,1,0.000106045
muscl,1,0.000106045
musesoci,1,0.000106045
museum,1,0.000106045
music,9,0.000954401
musicwis,1,0.000106045
must,5,0.000530223
mustard,1,0.000106045
mystiqu,1,0.000106045
nake,1,0.000106045
namast,1,0.000106045
name,7,0.000742312
nanci,1,0.000106045
narcot,1,0.000106045
narrat,1,0.000106045
nate,1,0.000106045
nation,6,0.000636267
natur,3,0.000318134
nbc,2,0.000212089
ncaa,2,0.000212089
nd,6,0.000636267
near,4,0.000318134
necess,1,0.000106045
necessari,2,0.000212089
necessarili,1,0.000106045
need,26,0.002651113
needacinschool,1,0.000106045
nefari,1,0.000106045
neighbor,1,0.000106045
neighborhood,2,0.000212089
neither,1,0.000106045
nelson,3,0.000318134
nemesi,1,0.000106045
nemo,1,0.000106045
neonatologist,1,0.000106045
ner,4,0.000106045
nerd,1,0.000106045
nership,1,0.000106045
nervous,1,0.000106045
nestabl,1,0.000106045
net,2,0.000212089
netanyahu,1,0.000106045
network,3,0.000318134
never,15,0.001484624
new,35,0.003605514
newest,1,0.000106045
newli,1,0.000106045
news,6,0.000636267
newspap,2,0.000212089
newsroom,1,0.000106045
next,13,0.001378579
nfl,3,0.000318134
nhl,1,0.000106045
ni,1,0.000106045
nice,11,0.00116649
nicer,1,0.000106045
nick,1,0.000106045
nicu,1,0.000106045
nieuwenhui,1,0.000106045
nigga,2,0.000212089
night,20,0.001378579
nightcrawl,1,0.000106045
nine,3,0.000318134
ninja,1,0.000106045
nist,1,0.000106045
nite,2,0.000212089
no,9,0.000954401
nobodi,2,0.000212089
non,3,0.000318134
nonexist,2,0.000212089
nope,1,0.000106045
norfolk,2,0.000212089
normal,1,0.000106045
nos,1,0.000106045
nose,1,0.000106045
notbebul,1,0.000106045
note,2,0.000212089
notebook,1,0.000106045
noth,2,0.000212089
notic,3,0.000318134
notori,1,0.000106045
nova,1,0.000106045
now,26,0.002545069
nowher,1,0.000106045
nozzl,1,0.000106045
np,1,0.000106045
nuclear,2,0.000212089
number,8,0.000848356
nurs,2,0.000212089
nut,2,0.000212089
ny,1,0.000106045
nyc,2,0.000212089
nyti,1,0.000106045
o,2,0.000212089
oak,1,0.000106045
obama,3,0.000318134
object,1,0.000106045
obvious,1,0.000106045
occas,2,0.000212089
occup,2,0.000212089
occur,1,0.000106045
ocean,1,0.000106045
oceansid,1,0.000106045
oclock,1,0.000106045
odd,2,0.000212089
odiw,1,0.000106045
offens,3,0.000318134
offer,3,0.000318134
offic,12,0.00116649
offici,4,0.000424178
offset,1,0.000106045
often,7,0.000742312
oh,12,0.001272534
ohio,2,0.000212089
oil,1,0.000106045
ok,5,0.000530223
okay,5,0.000530223
okc,1,0.000106045
old,6,0.000424178
older,1,0.000106045
oliv,1,0.000106045
omelett,1,0.000106045
omfg,1,0.000106045
omg,3,0.000318134
on,1,0.000106045
one,51,0.005196182
oneself,1,0.000106045
onion,1,0.000106045
onlin,3,0.000318134
onset,1,0.000106045
onto,3,0.000318134
op,1,0.000106045
opal,1,0.000106045
open,7,0.000636267
oper,4,0.000424178
opinion,2,0.000212089
oppo,3,0.000318134
oppon,3,0.000318134
opposit,3,0.000318134
oprah,1,0.000106045
option,1,0.000106045
or,1,0.000106045
orang,1,0.000106045
orbit,1,0.000106045
order,6,0.000636267
ordin,1,0.000106045
ordinari,1,0.000106045
oregon,1,0.000106045
org,3,0.000212089
organ,4,0.000424178
organis,2,0.000212089
orient,1,0.000106045
origin,1,0.000106045
orlando,1,0.000106045
osama,2,0.000212089
osbourn,1,0.000106045
oslo,1,0.000106045
osu,1,0.000106045
other,3,0.000318134
otherwis,1,0.000106045
ouaa,1,0.000106045
outcom,1,0.000106045
outdoor,1,0.000106045
outer,2,0.000212089
outfit,1,0.000106045
outing,1,0.000106045
outnumb,1,0.000106045
outright,2,0.000212089
outsel,1,0.000106045
outsid,1,0.000106045
outspoken,1,0.000106045
outward,1,0.000106045
ove,1,0.000106045
oven,1,0.000106045
overal,1,0.000106045
overcam,1,0.000106045
overnight,1,0.000106045
overprotect,1,0.000106045
overreach,1,0.000106045
oversight,1,0.000106045
overwhelm,1,0.000106045
own,1,0.000106045
owner,1,0.000106045
ox,1,0.000106045
pa,32,0.003393425
pac,2,0.000212089
paca,1,0.000106045
pace,1,0.000106045
pacif,1,0.000106045
pack,3,0.000318134
packard,1,0.000106045
pad,2,0.000212089
pagan,1,0.000106045
page,4,0.000424178
paid,2,0.000106045
pain,1,0.000106045
paint,5,0.000530223
pair,2,0.000212089
palestinian,2,0.000212089
pamela,1,0.000106045
pancak,1,0.000106045
panduh,1,0.000106045
panel,1,0.000106045
pant,1,0.000106045
panther,1,0.000106045
paper,6,0.000636267
par,1,0.000106045
parallel,1,0.000106045
paranorm,1,0.000106045
parcel,1,0.000106045
pardon,1,0.000106045
parent,4,0.000424178
parish,1,0.000106045
park,7,0.000742312
parkway,1,0.000106045
parnham,1,0.000106045
pasadena,1,0.000106045
pascetta,1,0.000106045
pass,4,0.000424178
passag,1,0.000106045
passion,2,0.000212089
password,1,0.000106045
past,4,0.000424178
pasta,2,0.000106045
pastri,1,0.000106045
patch,1,0.000106045
path,3,0.000318134
patient,1,0.000106045
patrick,1,0.000106045
patron,1,0.000106045
pattern,2,0.000212089
patterson,1,0.000106045
patti,1,0.000106045
pavement,1,0.000106045
paw,1,0.000106045
pay,10,0.000954401
payment,2,0.000212089
payout,1,0.000106045
pc,1,0.000106045
peac,6,0.000636267
peacekeep,1,0.000106045
pear,1,0.000106045
pearl,1,0.000106045
peat,1,0.000106045
pedro,1,0.000106045
peel,1,0.000106045
pen,1,0.000106045
pendragon,1,0.000106045
peopl,28,0.002651113
peoria,2,0.000212089
percent,6,0.000636267
perfect,3,0.000318134
perform,3,0.000318134
perfum,1,0.000106045
perhap,3,0.000318134
period,3,0.000318134
perman,1,0.000106045
permit,1,0.000106045
persever,2,0.000212089
person,8,0.000848356
personnel,1,0.000106045
perspect,1,0.000106045
peru,1,0.000106045
pervas,1,0.000106045
petchak,1,0.000106045
peter,3,0.000318134
pg,2,0.000212089
phil,1,0.000106045
philip,1,0.000106045
phillip,1,0.000106045
philosophi,1,0.000106045
phoeb,1,0.000106045
phone,6,0.000530223
photo,2,0.000212089
phrase,1,0.000106045
physician,1,0.000106045
piano,2,0.000212089
pic,1,0.000106045
picci,1,0.000106045
piccolo,1,0.000106045
pich,1,0.000106045
pick,7,0.000742312
pico,1,0.000106045
pictur,2,0.000212089
piec,2,0.000212089
piggi,1,0.000106045
pilot,3,0.000318134
pine,1,0.000106045
pink,3,0.000318134
pinto,1,0.000106045
pirat,1,0.000106045
piss,1,0.000106045
pitch,3,0.000318134
pitcher,1,0.000106045
pittsburgh,1,0.000106045
pizza,1,0.000106045
place,13,0.001378579
plagiar,1,0.000106045
plain,1,0.000106045
plaintiff,1,0.000106045
plan,11,0.00116649
planet,2,0.000212089
planner,1,0.000106045
plant,1,0.000106045
plata,1,0.000106045
plate,3,0.000212089
play,20,0.002014846
player,6,0.000636267
playground,1,0.000106045
playoff,1,0.000106045
plead,2,0.000212089
pleas,5,0.000530223
pleasant,1,0.000106045
pleasur,1,0.000106045
plot,4,0.000424178
plug,1,0.000106045
plum,1,0.000106045
plus,2,0.000212089
plymouth,1,0.000106045
pm,2,0.000212089
po,6,0.000636267
point,11,0.001060445
pois,1,0.000106045
poker,1,0.000106045
polachek,1,0.000106045
polic,9,0.000954401
polici,2,0.000212089
