word1,word2,count,Cn1,Prob
equiti,bond,1,3,0.0834924
equiti,ratio,1,3,0.0834924
er,asap,1,3,0.0834924
er,main,1,3,0.083731
er,nd,1,3,0.083810534
eric,cox,1,3,0.0834924
eric,wedg,1,3,0.0834924
eric,wright,1,3,0.083412867
erica,badass,1,1,0.250079533
erin,son,1,1,0.250397667
escal,cost,1,2,0.125715801
escal,got,1,2,0.126749735
escapad,hang,1,1,0.250397667
especi,chees,1,3,0.083412867
especi,re,1,3,0.085083068
especi,rome,1,3,0.083412867
esperanza,spald,1,1,0.250079533
essex,counti,1,1,0.250397667
est,interview,1,1,0.250318134
establish,can,1,3,0.087628137
establish,strong,1,3,0.083731
establish,troublesom,1,3,0.0834924
estat,pa,1,2,0.127545069
estat,slow,1,2,0.125079533
estim,patient,1,1,0.250079533
etern,god,1,1,0.250556734
ethiopia,minist,1,1,0.250159067
euphonium,harmonium,1,1,0.250079533
european,quantit,1,2,0.125079533
european,union,1,2,0.125159067
evalu,suggest,1,1,0.2504772
eve,celebr,1,1,0.2502386
even,appli,1,16,0.015704533
even,around,1,16,0.016658934
even,better,1,16,0.016261267
even,counter,1,16,0.015704533
even,dog,1,16,0.0158636
even,exist,1,16,0.016022667
even,good,1,16,0.018011002
even,hear,1,16,0.016340801
even,look,1,16,0.016897534
even,number,1,16,0.016261267
even,outspoken,1,16,0.015704533
even,quick,1,16,0.016022667
even,south,1,16,0.0158636
even,thoma,1,16,0.015784067
even,though,1,16,0.016579401
even,wonder,1,16,0.0161022
event,call,1,3,0.084367268
event,much,1,3,0.085560269
event,yesterday,1,3,0.083810534
eventu,give,1,3,0.084446801
eventu,relaunch,1,3,0.083412867
eventu,split,1,3,0.083412867
ever,creat,1,8,0.031886267
ever,eaten,1,8,0.031329533
ever,expand,1,8,0.031409067
ever,go,1,8,0.034908537
ever,seen,1,8,0.0317272
ever,shut,1,8,0.031409067
ever,sound,1,8,0.032045334
ever,wrigley,1,8,0.031329533
everi,babi,1,13,0.019499959
everi,day,2,13,0.098240069
everi,door,1,13,0.019432662
everi,floor,1,13,0.019634554
everi,fri,1,13,0.019298067
everi,hour,1,13,0.019499959
everi,second,1,13,0.019769149
everi,singl,2,13,0.096557631
everi,th,1,13,0.020172934
everi,trip,1,13,0.019499959
everi,turn,1,13,0.020038339
everybodi,alreadi,1,4,0.063454401
everybodi,class,1,4,0.062897667
everybodi,mad,1,4,0.0627386
everybodi,will,1,4,0.066079003
everyon,around,1,9,0.028811712
everyon,chip,1,9,0.027857311
everyon,come,1,9,0.029766113
everyon,doug,1,9,0.027857311
everyon,els,1,9,0.028254978
everyon,graduat,1,9,0.028175445
everyon,hope,1,9,0.028493578
everyon,intens,1,9,0.027857311
everyon,wish,1,9,0.028175445
everyth,alreadi,1,7,0.036668687
everyth,big,1,7,0.036032419
everyth,god,1,7,0.03627102
everyth,goin,1,7,0.035793819
everyth,iraq,1,7,0.035793819
everyth,know,1,7,0.038577488
everyth,touch,1,7,0.036032419
evict,notic,1,1,0.2502386
evid,cord,1,2,0.125079533
evid,just,1,2,0.129135737
ex,kinda,1,1,0.250079533
exact,charg,1,1,0.250397667
exam,bs,1,1,0.250079533
examin,just,1,1,0.254135737
exampl,measur,1,1,0.250159067
excel,guilti,1,3,0.083571934
excel,leadership,1,3,0.083651467
excel,recent,1,3,0.083571934
except,creat,1,4,0.063136267
except,individu,1,4,0.0629772
except,lol,1,4,0.063056734
except,writer,1,4,0.062659067
exchang,answer,1,1,0.250318134
excit,data,1,4,0.0627386
excit,deal,1,4,0.0629772
excit,new,1,4,0.065204136
excit,plan,1,4,0.063374867
exclud,thousand,1,1,0.250079533
exclus,air,1,1,0.250159067
excus,strong,1,1,0.250397667
exempt,can,1,1,0.254294804
exercis,enjoy,1,2,0.125318134
exercis,lace,1,2,0.125079533
exist,adult,2,6,0.208598445
exist,enter,1,6,0.041998056
exist,knight,1,6,0.0418655
exist,raini,1,6,0.041732945
exist,save,1,6,0.042064334
exot,place,1,1,0.251033934
exp,supplement,1,1,0.250079533
expand,drill,1,2,0.1252386
expand,famili,1,2,0.125795334
expans,recent,1,1,0.2502386
expect,given,1,2,0.125318134
expect,idf,1,2,0.1252386
expens,account,1,4,0.062818134
expens,give,1,4,0.063613468
expens,re,1,4,0.064249735
expens,relat,1,4,0.062818134
experi,look,1,5,0.051272534
experi,loos,1,5,0.0502386
experi,paranorm,1,5,0.050079533
experi,possibl,1,5,0.050397667
experi,term,1,5,0.0504772
experiment,audiovisu,1,1,0.250079533
explod,insid,1,1,0.250318134
explor,avenu,1,1,0.2502386
express,love,1,2,0.127942736
express,said,1,2,0.129772004
extend,network,1,1,0.2502386
extent,see,1,2,0.126431601
extent,suggest,1,2,0.1254772
extra,bonus,1,2,0.125079533
extra,safe,1,2,0.125159067
extraordinari,perform,1,1,0.2502386
extrem,end,1,3,0.084128667
extrem,hungri,1,3,0.083412867
extrem,outer,1,3,0.0834924
extrema,kick,1,1,0.250397667
eye,band,1,2,0.1254772
eye,reflect,1,2,0.125079533
face,bride,1,7,0.035952886
face,bskyb,1,7,0.035873353
face,correct,1,7,0.036111953
face,evid,1,7,0.035873353
face,fear,1,7,0.035952886
face,first,1,7,0.038259355
face,slam,1,7,0.035793819
facebook,doesn,1,2,0.125954401
facebook,twitter,1,2,0.1254772
facil,scholar,1,2,0.125079533
facil,sustain,1,2,0.125159067
fact,don,1,3,0.086355603
fact,girl,1,3,0.083890067
fact,statist,1,3,0.083571934
factor,brown,1,3,0.083810534
factor,immedi,1,3,0.083571934
factor,keep,1,3,0.084526334
fade,nonexist,1,1,0.250159067
fail,appear,1,4,0.063136267
fail,know,1,4,0.065363203
fail,pray,1,4,0.062818134
fail,stop,1,4,0.063136267
faint,alway,1,1,0.251352068
fairi,tale,1,1,0.250159067
faith,holi,1,2,0.125318134
faith,re,1,2,0.126749735
fall,can,1,5,0.054294804
fall,evalu,1,5,0.050079533
fall,februari,1,5,0.050318134
fall,internet,1,5,0.050079533
fall,pick,1,5,0.050556734
fallout,origin,1,1,0.250079533
famili,also,1,10,0.026503181
famili,better,1,10,0.025572641
famili,drove,1,10,0.02507158
famili,friend,2,10,0.125787381
famili,like,1,10,0.029724284
famili,live,1,10,0.026002121
famili,much,1,10,0.027004242
famili,offic,1,10,0.025787381
famili,spread,1,10,0.02507158
fan,attend,1,2,0.125318134
fan,flore,1,2,0.125079533
fantast,arpèg,1,3,0.083412867
fantast,love,1,3,0.086276069
fantast,pattern,1,3,0.0834924
far,hey,1,5,0.050795334
far,hope,1,5,0.050715801
far,loss,1,5,0.050397667
far,turn,1,5,0.050954401
far,write,1,5,0.050795334
fare,due,1,1,0.250397667
farm,know,1,1,0.252863203
fashion,epicurean,1,2,0.125079533
fashion,show,1,2,0.126113468
fast,enough,1,4,0.063136267
fast,hear,1,4,0.063215801
fast,loos,1,4,0.0627386
fast,regist,1,4,0.062659067
faster,oh,1,1,0.250954401
fat,ladi,1,1,0.250159067
father,echo,1,4,0.062659067
father,now,1,4,0.064408802
father,smile,1,4,0.0627386
father,thank,1,4,0.063852068
fault,sorri,1,2,0.125397667
fault,wuvvvv,1,2,0.125079533
fav,place,1,1,0.251033934
fave,powel,1,2,0.125159067
fave,said,1,2,0.129772004
favor,percent,1,1,0.2504772
favorit,disney,1,4,0.062579533
favorit,lyric,1,4,0.062659067
favorit,tv,1,4,0.0629772
favorit,whataburg,1,4,0.062579533
fb,password,1,2,0.125079533
fb,tryin,1,2,0.1252386
fdni,sept,1,1,0.250159067
fear,poor,1,3,0.083412867
fear,return,1,3,0.083571934
fear,wave,1,3,0.083412867
feast,roast,1,1,0.250159067
featheri,pink,1,1,0.2502386
featur,client,1,3,0.083571934
featur,like,1,3,0.088582538
featur,within,1,3,0.083571934
februari,can,1,4,0.065721103
februari,charact,1,4,0.06267895
februari,th,2,4,0.313335101
fed,complet,1,2,0.125636267
fed,lot,1,2,0.126272534
feder,overreach,1,3,0.083412867
feder,reserv,1,3,0.083571934
feder,sentenc,1,3,0.0834924
fee,know,1,1,0.252863203
feel,bad,2,22,0.057678589
feel,express,1,22,0.011486552
feel,giddi,1,22,0.011425094
feel,girl,1,22,0.01179384
feel,hea,1,22,0.011978213
feel,jesus,1,22,0.011732382
feel,like,5,22,0.197238022
feel,nice,1,22,0.01203967
feel,okay,1,22,0.011670925
feel,pretti,1,22,0.011978213
feel,sister,1,22,0.011609467
feel,twice,1,22,0.011486552
feel,ve,1,22,0.012592789
feel,want,1,22,0.012777162
feel,wast,1,22,0.011732382
feel,young,1,22,0.011609467
feel,zero,1,22,0.011425094
feet,armchair,1,4,0.062579533
feet,let,1,4,0.064408802
feet,point,1,4,0.063295334
feet,water,1,4,0.063215801
fell,day,1,1,0.252465536
fellow,hugh,1,1,0.250079533
felt,continu,1,4,0.0629772
felt,guy,1,4,0.063693001
felt,like,1,4,0.067749205
felt,unlik,1,4,0.062579533
fender,one,1,1,0.253897137
ferriero,want,1,1,0.251829268
festiv,ecb,1,1,0.250079533
fewest,amount,1,1,0.250397667
ff,literari,1,1,0.250079533
field,death,1,7,0.036191486
field,gorgeous,1,7,0.035793819
field,learn,1,7,0.036430086
field,left,1,7,0.036111953
field,missouri,1,7,0.035873353
field,saw,1,7,0.036111953
field,ve,1,7,0.037304954
fieri,drive,1,1,0.250079533
fiesta,la,1,1,0.2502386
fifth,joaquin,1,1,0.250079533
fight,escal,1,4,0.062659067
fight,funni,1,4,0.062659067
fight,lol,1,4,0.063056734
fight,right,1,4,0.063931601
figur,lie,1,1,0.2502386
file,crimin,1,2,0.1252386
file,onto,1,2,0.1252386
fill,applic,1,2,0.125159067
fill,costum,1,2,0.125079533
fillet,flatten,1,1,0.250079533
film,doubl,1,6,0.0418655
film,name,1,6,0.042130612
film,scene,1,6,0.041799222
film,tv,2,6,0.208731
film,visual,1,6,0.041799222
fin,like,1,1,0.255249205
final,get,1,7,0.039770489
final,good,1,7,0.038100288
final,home,1,7,0.03722542
final,outing,1,7,0.035793819
final,sinc,1,7,0.03650962
final,stadium,1,7,0.035873353
final,tackl,1,7,0.035793819
financ,record,1,1,0.250397667
financi,aid,1,3,0.083412867
financi,crisi,1,3,0.083571934
financi,strength,1,3,0.083412867
find,anoth,2,13,0.096961416
find,clean,1,13,0.019671262
find,concentr,1,13,0.0193776
find,lack,1,13,0.019451016
find,librari,1,13,0.019304185
find,like,1,13,0.024076189
find,murdoch,1,13,0.0193776
find,nemo,1,13,0.019304185
find,toe,1,13,0.019524431
find,venu,1,13,0.019304185
find,voic,1,13,0.019451016
find,way,1,13,0.020552247
fine,follow,1,2,0.126352068
fine,grate,1,2,0.125159067
finest,dress,1,1,0.250159067
finis,now,1,1,0.251908802
finish,mix,1,2,0.125159067
finish,touch,1,2,0.125318134
fire,ad,1,3,0.083731
fire,brimston,1,3,0.083412867
fire,inhal,1,3,0.083412867
firefox,googl,1,1,0.250159067
firehous,throughout,1,1,0.250079533
first,accept,1,35,0.007354189
first,appear,1,35,0.007706408
first,assign,1,35,0.007213301
first,book,1,35,0.007706408
first,came,1,35,0.00756552
first,choos,1,35,0.007354189
first,class,1,35,0.007495077
first,cub,1,35,0.007283745
first,degre,1,35,0.007283745
first,four,1,35,0.00756552
first,got,1,35,0.008692622
first,involv,1,35,0.007495077
first,let,1,35,0.00883351
first,like,1,35,0.011792153
first,major,1,35,0.007495077
first,nyc,1,35,0.007283745
first,page,1,35,0.007424633
first,phoeb,1,35,0.007213301
first,place,1,35,0.008058627
first,repli,1,35,0.007283745
first,repo,1,35,0.007706408
first,round,3,35,0.064708378
first,sight,1,35,0.007213301
first,six,1,35,0.007847296
first,statist,1,35,0.007354189
first,stop,1,35,0.007706408
first,thereaft,1,35,0.007213301
first,time,3,35,0.067737464
first,two,1,35,0.008410847
first,valentin,1,35,0.007283745
first,wasn,1,35,0.007635964
fiscal,year,1,1,0.252147402
fish,mural,1,3,0.0834924
fish,salt,1,3,0.083412867
fish,therefor,1,3,0.0834924
fit,just,1,5,0.054135737
fit,precis,1,5,0.050159067
fit,roof,1,5,0.050079533
fit,vapour,1,5,0.050079533
fit,watch,1,5,0.050795334
five,chair,1,3,0.083651467
five,six,1,3,0.084128667
five,tune,1,3,0.083731
flag,re,1,1,0.251749735
flat,trim,1,2,0.125159067
flat,wewant,1,2,0.125079533
flatscreen,great,1,1,0.251590668
flatten,littl,1,1,0.251113468
flavor,often,1,1,0.250556734
fled,foot,1,1,0.250318134
flew,ecuador,1,1,0.250079533
flexibl,addit,1,1,0.2502386
fli,ation,1,5,0.050159067
fli,home,1,5,0.051511135
fli,miami,1,5,0.050159067
fli,nice,1,5,0.050874867
fli,stargaz,1,5,0.050079533
flick,get,1,2,0.129056204
flick,scale,1,2,0.125159067
flickr,page,1,1,0.250318134
flip,flop,1,2,0.125079533
flip,six,1,2,0.125795334
flood,knight,1,2,0.1252386
flood,pick,1,2,0.125556734
floor,absurd,1,6,0.0417462
floor,final,1,6,0.0422234
floor,hous,1,6,0.042541534
floor,near,1,6,0.041905267
floor,pull,1,6,0.0419848
floor,wipe,1,6,0.0417462
flop,realli,1,1,0.251193001
flore,say,1,1,0.252067869
florida,attorney,1,1,0.2502386
flower,candl,1,1,0.250079533
floyd,activ,1,2,0.125318134
floyd,womack,1,2,0.125079533
fluid,situat,1,1,0.250318134
flush,mdf,1,1,0.250079533
flute,made,1,1,0.251272534
flutter,breez,1,1,0.250079533
fo,unat,1,2,0.125159067
fo,work,1,2,0.127386002
focus,student,1,1,0.2502386
fold,arm,1,1,0.250397667
folder,puter,1,1,0.250079533
folk,democrat,1,2,0.125159067
folk,rocker,1,2,0.125079533
folksmen,die,1,1,0.250874867
follow,age,1,17,0.015183083
follow,ah,1,17,0.014785416
follow,alreadi,1,17,0.015660283
follow,cant,1,17,0.014785416
follow,crew,1,17,0.014864949
follow,excit,1,17,0.015024016
follow,get,1,17,0.018762086
follow,guess,1,17,0.015183083
follow,independ,1,17,0.014944483
follow,mention,1,17,0.015024016
follow,obama,1,17,0.014944483
follow,one,1,17,0.018603019
follow,pois,1,17,0.014785416
follow,pre,1,17,0.014785416
follow,soon,1,17,0.015103549
follow,tumblr,1,17,0.014785416
follow,want,1,17,0.016535151
fondl,sleep,1,1,0.250397667
food,bad,1,3,0.084446801
food,kitchen,1,3,0.083651467
food,manufactur,1,3,0.0834924
fool,relationship,1,1,0.250079533
foolish,pick,1,2,0.125556734
foolish,today,1,2,0.126431601
foot,homer,1,4,0.062659067
foot,small,1,4,0.063136267
foot,stool,1,4,0.062579533
foot,triad,1,4,0.062579533
footbal,dublin,1,3,0.083571934
footbal,just,1,3,0.08746907
footbal,pitch,1,3,0.083571934
foothil,grape,1,1,0.250079533
forc,bpg,1,4,0.062579533
forc,can,1,4,0.066794804
forc,thing,1,4,0.064567869
forc,throat,1,4,0.062579533
ford,gather,1,1,0.2502386
forego,factor,1,1,0.2502386
foreign,oil,1,1,0.250079533
forget,back,1,6,0.043257335
forget,free,1,6,0.042621068
forget,hotti,1,6,0.0417462
forget,pay,1,6,0.042382467
forget,sta,1,6,0.042382467
forget,th,1,6,0.042780134
forgiv,come,1,1,0.251988335
forgotten,pay,1,1,0.250715801
form,attack,1,3,0.0834924
form,peopl,1,3,0.085321668
form,wish,1,3,0.083731
formal,driver,1,2,0.125318134
formal,sit,1,2,0.1252386
former,commission,1,6,0.041825733
former,cop,1,6,0.0417462
former,major,1,6,0.042064334
former,no,1,6,0.042382467
former,perform,1,6,0.041905267
former,pub,1,6,0.041825733
formula,without,1,1,0.250636267
forward,andi,1,2,0.125079533
forward,creat,1,2,0.125636267
foster,dog,1,1,0.2502386
fou,h,3,3,0.750132556
fouc,think,1,1,0.252067869
foul,thunder,1,1,0.250079533
found,kean,1,3,0.083412867
found,lot,1,3,0.084605868
found,us,1,3,0.085003535
foundat,contribut,1,2,0.125318134
foundat,file,1,2,0.125159067
four,inning,1,6,0.0419848
four,pa,1,6,0.044211736
four,peopl,1,6,0.043655002
four,regroup,1,6,0.0417462
four,time,1,6,0.045563803
four,year,1,6,0.043814069
fox,wrong,1,1,0.250397667
fr,earlier,1,1,0.2502386
franc,dorm,1,1,0.250079533
franci,street,1,1,0.250397667
frantic,sprint,1,1,0.250079533
fraud,outright,1,2,0.125159067
fraud,wo,1,2,0.125318134
fraudul,invoic,1,1,0.250079533
freak,freddi,1,1,0.250159067
freddi,knew,1,2,0.125318134
freddi,spend,1,2,0.125556734
free,adimss,1,14,0.017930995
free,agenc,1,14,0.018152553
free,agent,2,14,0.089359567
free,awesom,1,14,0.0180787
free,big,1,14,0.018152553
free,hate,1,14,0.018226405
free,jazz,1,14,0.0180787
free,movi,1,14,0.018300258
free,park,1,14,0.01837411
free,readi,1,14,0.018521815
free,time,1,14,0.021475913
free,tv,1,14,0.018300258
free,txt,1,14,0.017930995
freedan,wild,1,1,0.250079533
freedom,will,1,1,0.253579003
french,draft,1,1,0.250397667
frenzi,basketbal,1,1,0.250318134
frequent,appear,1,1,0.250636267
fresca,ain,1,1,0.2502386
fresh,ginger,1,3,0.083412867
fresh,jalapeno,1,3,0.083412867
fresh,tomato,1,3,0.0834924
fri,bum,1,1,0.250079533
friday,club,1,7,0.035873353
friday,mani,1,7,0.037304954
friday,may,1,7,0.036668687
friday,night,1,7,0.03674822
friday,th,1,7,0.036827753
friday,will,1,7,0.039293289
friday,yup,1,7,0.035873353
friend,adversari,1,13,0.019310303
friend,avocado,1,13,0.019310303
friend,benefit,1,13,0.019628436
friend,gabor,1,13,0.019389836
friend,hey,1,13,0.020026103
friend,just,1,13,0.023366506
friend,might,1,13,0.020026103
friend,need,1,13,0.021219104
friend,offic,1,13,0.020105637
friend,trespass,1,13,0.019310303
friend,wed,1,13,0.019787503
friend,whose,1,13,0.019310303
friend,yesterday,1,13,0.01970797
fright,daughter,1,1,0.2502386
frog,bring,1,1,0.250556734
front,jame,1,3,0.083571934
front,joe,1,3,0.083571934
front,window,1,3,0.0834924
froze,wisdom,1,1,0.2502386
frustrat,shit,1,2,0.125318134
frustrat,strike,1,2,0.125159067
fuck,anyth,1,4,0.063295334
fuck,sun,1,4,0.062897667
fuck,told,1,4,0.063056734
fuck,traffic,1,4,0.0627386
fuel,surcharg,1,1,0.250079533
full,tilt,1,2,0.125079533
full,wit,1,2,0.125159067
fun,behav,1,14,0.017930995
fun,don,2,14,0.092092107
fun,drill,1,14,0.0180787
fun,first,1,14,0.020220421
fun,hop,1,14,0.017930995
fun,listen,1,14,0.018300258
fun,much,1,14,0.019925011
fun,sawzal,1,14,0.017930995
fun,set,1,14,0.018300258
fun,spi,1,14,0.017930995
fun,thing,1,14,0.019777306
fun,usual,1,14,0.018300258
fun,xx,1,14,0.017930995
fund,balanc,1,3,0.083571934
fund,incl,1,3,0.083412867
fund,reserv,1,3,0.083571934
fundrais,auction,1,1,0.2502386
funer,believ,1,1,0.250874867
funki,without,1,1,0.250636267
funni,ass,1,2,0.1254772
funni,note,1,2,0.125159067
funnier,joke,1,1,0.250159067
furnitur,babi,1,3,0.083651467
furnitur,ll,1,3,0.085003535
furnitur,thing,1,3,0.085401202
fvk,provid,1,1,0.2504772
gabor,lawyer,1,2,0.1252386
gabor,serv,1,2,0.1252386
gag,eye,1,1,0.250159067
gage,fraud,1,2,0.125159067
gage,payment,1,2,0.125159067
gain,enjoy,1,1,0.250318134
galliv,street,1,1,0.250397667
gallo,time,1,1,0.253897137
gallop,downtown,1,1,0.250079533
gambl,comput,1,1,0.250159067
game,absolut,1,17,0.014944483
game,avoid,1,17,0.014864949
game,awar,1,17,0.014864949
game,bad,1,17,0.01581935
game,ball,1,17,0.015024016
game,ever,1,17,0.01534215
game,find,1,17,0.015739817
game,impo,1,17,0.015262616
game,jqh,1,17,0.014785416
game,learn,1,17,0.015421683
game,lost,1,17,0.015183083
game,marlin,1,17,0.014785416
game,pull,1,17,0.015024016
game,said,1,17,0.019477887
game,tampa,1,17,0.014785416
game,tebow,1,17,0.014864949
game,won,1,17,0.015262616
gameplay,teen,1,1,0.250159067
gang,discuss,1,5,0.0502386
gang,member,1,5,0.050556734
gang,men,1,5,0.050397667
gang,neither,1,5,0.050079533
gang,suspect,1,5,0.050556734
gannett,new,1,1,0.252704136
gantz,prime,1,1,0.250318134
gap,find,1,1,0.251033934
garbag,said,1,1,0.254772004
garden,winter,1,1,0.250318134
garnish,church,1,1,0.250397667
gash,side,1,1,0.2504772
gather,enough,1,3,0.083969601
gather,pa,1,3,0.085878402
gather,provid,1,3,0.083810534
gave,direct,1,6,0.0419848
gave,new,1,6,0.044370802
gave,nick,1,6,0.0417462
gave,silent,1,6,0.0417462
gave,three,1,6,0.042302934
gave,us,1,6,0.043336868
gay,marriag,1,1,0.250079533
geli,want,1,1,0.251829268
general,disgust,1,4,0.062579533
general,electr,1,4,0.062579533
general,manag,1,4,0.063215801
general,pamela,1,4,0.062579533
generat,one,1,1,0.253897137
generous,expens,1,1,0.250318134
genet,engin,1,1,0.250318134
gentl,use,1,1,0.251988335
gentleman,mani,1,1,0.251590668
genuin,world,1,1,0.251272534
geograph,parent,1,1,0.250318134
georg,kottara,1,1,0.250079533
georgetown,friday,1,1,0.250556734
german,citizen,1,2,0.1252386
german,small,1,2,0.125636267
get,answer,1,57,0.004692936
get,back,1,57,0.00592082
get,bad,1,57,0.005460364
get,beach,1,57,0.004616193
get,behind,1,57,0.004923164
get,better,1,57,0.004999907
get,busi,1,57,0.005383621
get,chlamydia,1,57,0.004462708
get,close,1,57,0.004999907
get,day,1,57,0.00676499
get,dd,1,57,0.004462708
get,done,1,57,0.00453945
get,donovan,1,57,0.004462708
get,draft,1,57,0.004769679
get,drunk,1,57,0.004462708
get,even,1,57,0.005613849
get,exercis,1,57,0.00453945
get,far,1,57,0.004769679
get,field,1,57,0.004923164
get,first,1,57,0.006841733
get,flexibl,1,57,0.004462708
get,follow,1,57,0.005690592
get,free,1,57,0.005306878
get,go,1,57,0.007916132
get,hea,1,57,0.005153392
get,head,1,57,0.00507665
get,heaven,1,57,0.004616193
get,home,2,57,0.023387937
get,instant,1,57,0.004462708
get,instead,1,57,0.004846421
get,invit,1,57,0.004462708
get,kind,1,57,0.00507665
get,live,1,57,0.005460364
get,lot,1,57,0.005613849
get,mani,1,57,0.00592082
get,need,1,57,0.006304534
get,never,1,57,0.005460364
get,one,1,57,0.00814636
get,pa,1,57,0.006841733
get,point,1,57,0.005153392
get,power,1,57,0.004923164
get,proper,1,57,0.00453945
get,quick,1,57,0.004769679
get,rather,1,57,0.00453945
get,refil,1,57,0.004462708
get,rid,1,57,0.004462708
get,romant,1,57,0.004462708
get,screw,1,57,0.004616193
get,see,1,57,0.005767335
get,shout,1,57,0.004462708
get,someth,1,57,0.00507665
get,togeth,1,57,0.004923164
get,way,2,57,0.023311194
get,whip,1,57,0.004616193
get,work,1,57,0.006688248
ghost,memori,1,1,0.250556734
ghostwrit,app,1,1,0.250159067
giddi,relax,1,1,0.250318134
gift,card,1,7,0.036191486
gift,ce,1,7,0.03627102
gift,occas,1,7,0.035873353
gift,shelbi,1,7,0.035793819
gift,tax,1,7,0.035952886
gift,thank,1,7,0.037066354
gift,wast,1,7,0.036191486
ginger,peel,1,1,0.250079533
girl,abl,1,7,0.03650962
girl,cadi,1,7,0.035793819
girl,came,1,7,0.036191486
girl,don,1,7,0.038736555
girl,lot,1,7,0.03698682
girl,toronto,1,7,0.035793819
girl,world,1,7,0.03698682
girlfriend,hous,1,2,0.125874867
girlfriend,parent,1,2,0.125318134
girlscout,sunday,1,1,0.2504772
give,asset,2,14,0.089353886
give,away,1,14,0.018607029
give,cake,1,14,0.018266172
give,chill,1,14,0.018061657
give,close,1,14,0.018402515
give,ef,1,14,0.017925314
give,fantast,1,14,0.018061657
give,impress,1,14,0.018129829
give,peopl,1,14,0.01956143
give,reput,1,14,0.017925314
give,uw,1,14,0.017925314
give,way,2,14,0.090512801
given,ap,1,4,0.062579533
given,commemor,1,4,0.062579533
given,much,1,4,0.064726935
given,presid,1,4,0.0627386
glad,like,1,3,0.088582538
glad,made,1,3,0.084605868
glad,see,1,3,0.084764935
gladiat,coach,1,1,0.2504772
glass,tribut,1,1,0.250079533
glaxosmithklin,retail,1,1,0.250159067
gleam,new,1,1,0.252704136
glisten,cou,1,1,0.2502386
glitter,due,1,1,0.250397667
global,educ,1,1,0.250397667
globe,intern,1,1,0.250318134
glow,window,1,1,0.250159067
go,alyssa,1,54,0.004701799
go,anoth,1,54,0.005423491
go,around,1,54,0.005567829
go,back,1,54,0.006073014
go,bed,1,54,0.004990476
go,busi,1,54,0.005567829
go,charg,1,54,0.004990476
go,clue,1,54,0.004701799
go,cost,1,54,0.005279152
go,cub,1,54,0.004773968
go,differ,1,54,0.005206983
go,educ,1,54,0.004990476
go,excit,1,54,0.004918306
go,forgiv,1,54,0.004701799
go,galliv,1,54,0.004701799
go,happen,2,54,0.023508994
go,health,1,54,0.004846137
go,heat,1,54,0.004846137
go,home,1,54,0.006000844
go,ipa,1,54,0.004701799
go,just,1,54,0.008382428
go,king,2,54,0.023436825
go,labor,1,54,0.004773968
go,let,1,54,0.00636169
go,ma,1,54,0.004773968
go,mad,1,54,0.004846137
go,mri,1,54,0.004701799
go,new,1,54,0.007083382
go,nhl,1,54,0.004701799
go,nurs,1,54,0.004773968
go,oclock,1,54,0.004701799
go,okay,1,54,0.004990476
go,place,1,54,0.005567829
go,probabl,1,54,0.004846137
go,prom,1,54,0.004701799
go,right,1,54,0.005928675
go,rnrchi,1,54,0.004701799
go,rough,1,54,0.004701799
go,see,1,54,0.005928675
go,share,1,54,0.004918306
go,sleep,3,54,0.042027513
go,someth,1,54,0.005279152
go,sustain,1,54,0.004773968
go,ten,1,54,0.004773968
go,told,1,54,0.005134814
go,tonight,1,54,0.005639998
go,way,2,54,0.024447194
go,well,1,54,0.006145183
go,without,1,54,0.005206983
goal,build,1,2,0.125715801
goal,includ,1,2,0.125954401
god,addit,1,7,0.035952886
god,christian,1,7,0.035873353
god,help,1,7,0.037066354
god,medlib,1,7,0.035793819
god,surrend,1,7,0.035952886
god,wig,1,7,0.035793819
god,wisdom,1,7,0.035952886
goe,black,1,3,0.084049134
goe,kill,1,3,0.083651467
goe,nice,1,3,0.084208201
goin,alright,1,1,0.250079533
gold,len,1,2,0.125079533
gold,rush,1,2,0.125079533
gone,bad,1,2,0.126113468
gone,cross,1,2,0.125318134
gonna,pa,1,2,0.127545069
gonna,win,1,2,0.125954401
gonzalez,foot,1,2,0.125318134
gonzalez,load,1,2,0.125159067
good,back,1,30,0.009764935
good,bomb,1,30,0.008691234
good,caus,1,30,0.008691234
good,contact,1,30,0.008548074
good,especi,1,30,0.008548074
good,even,1,30,0.009478614
good,game,1,30,0.009478614
good,haha,1,30,0.008905974
good,idea,2,30,0.042096147
good,job,1,30,0.008905974
good,lol,1,30,0.008834394
good,luck,1,30,0.008404913
good,meet,1,30,0.008762814
good,morn,1,30,0.008905974
good,music,1,30,0.008977554
good,new,1,30,0.010767055
good,one,2,30,0.04517409
good,question,2,30,0.041881407
good,re,1,30,0.009908095
good,signific,1,30,0.008404913
good,sinc,1,30,0.009049134
good,sorri,1,30,0.008691234
good,team,1,30,0.008905974
good,thing,1,30,0.010194415
good,tonight,1,30,0.009335454
good,tv,1,30,0.008762814
good,want,1,30,0.009979675
goodnight,fault,1,1,0.250159067
googl,chrome,1,2,0.125079533
googl,today,1,2,0.126431601
gop,line,1,1,0.250318134
gorgeous,perfect,1,1,0.2502386
gossip,complain,1,1,0.250159067
got,admit,1,27,0.009418326
got,around,1,27,0.010293194
got,bed,1,27,0.009656926
got,cake,1,27,0.00973646
got,car,1,27,0.009895526
got,coupl,1,27,0.009656926
got,first,1,27,0.011804328
got,go,1,27,0.012917796
